"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","location","description","verified","default_profile"
"1105","RT @thinkers360: Top 50 Global Thought Leaders and Influencers on Climate Change 2022 https://t.co/ttjLmAzZ3R 

Feat.@ProfSanjayRout5 @howe…",140,3,0,"en",2889,2112,"https://t.co/fOsQm4S3Ym","London, England","A dedicated think-tank and #research body aimed at approaching #cybersecurity problems differently | Follow our @Medium publication https://t.co/WobGI75xcL",FALSE,FALSE
"1106","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",1040,1367,NA,"","Albertan conservative libertarian. WIPA & Maverick Party. Supports medical & educational choices. Fed up with social media censorship & banned accounts.",FALSE,TRUE
"1107","RT @UMassAmherst: We're a proud alma mater! #UMassAmherst alum Melissa Hoffer ('91) is making history as the first Massachusetts #climatech…",140,1,0,"en",2533,766,"https://t.co/UFx6IiVQQM","Amherst, Mass.","The College of Natural Sciences, UMass Amherst: Where excellence in education and discoveries in the sciences and in agriculture are changing the world.",FALSE,TRUE
"1108","Millets are among the most climate-friendly crops. 

#climatechange #globalwarming #climatecrisis #climateaction #environment #climate #climateemergency #savetheplanet #milletsnacks #milletsfarmcentre #ikayaearth #IYM2023 #internationalyearofmillets2023 #superfood #micronutrients https://t.co/Rlg719tDKW",280,0,0,"en",6,34,"https://t.co/oLW4We2ia7","Noida","Determined to make a change, he conceptualized Ikaya to educate and empower individuals, businesses, and institutions to tackle the climate crisis and unite for",FALSE,TRUE
"1109","2022's hurricane season was a wake up call to Floridians. It shows us why climate change is so dangerous.  https://t.co/RvVxulnC1X #resilience #florida #climatechange #hurricane",177,1,6,"en",4718,429,"https://t.co/5vrDt3mKtJ","Florida","Environmental Defense Fund’s FL team brings science-based and practical solutions to protect Florida’s unique environment and economy from a changing climate.",FALSE,TRUE
"1110","RT @unitedrenewabl1: How can businesses get ahead of climate change legislation? https://t.co/oJOZbHG04C

#sustainablebusiness #business #c…",140,2,0,"en",3624,4841,"https://t.co/whpP01Ez60","London Business School","PR thought leader in #Business #Innovation #Energy #Space #Aerospace #Technology #Politics Views are my own.",FALSE,FALSE
"1111","RT @eumayors: Do you know about our Policy Support Facility? A 2-year pilot programme targeting 12 EU countries with high vulnerability &amp; r…",144,5,0,"en",3725,1879,"https://t.co/W5OlKexfOj","","ManagEnergy - European Commission initiative helping energy agencies to become leaders in the energy transition and to increase sustainable energy investments",FALSE,FALSE
"1112","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",87,283,NA,"","",FALSE,TRUE
"1113","RT @PlasticsWar: There is no tomorrow, change needs to happen TODAY!

#plasticswar #waronplastics #maketheworldabetterplace #climatechange…",139,7,0,"en",500,386,NA,"DR Congo, Bukavu","climate activist @RiseUpMovDRC🇨🇩",FALSE,TRUE
"1114","@JamesMelville Covidians &amp; social media health officials like @DFisman, @nilikm &amp; propaganda journalists like @WalkerBragman want people to wear masks forever.

They pretend to care about #ClimateChange but know as much about it as they do about Covid.

Same types who want to transition minors. https://t.co/DN1KtEHm9G",303,0,1,"en",194,2426,"https://t.co/eLhBK4p3sf","World","Phonies to left of me / Phonies to the right / Here we are stuck in the middle w the Uni party / #Politics #Bitcoin #Tesla #Tech",FALSE,TRUE
"1115","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",613,294,NA,"Beechy, SK. Canada","Retired (part time farmer).  Married, 3 kids, 9 grkids. C. Dir. Loyal Saskie. Personal tweets. Interested in ag, politics, sports, travel, faith.",FALSE,TRUE
"1116","New Climate News: 

How sustainable is Cop27? | The Independent

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/TmXDVcT2Os",199,1,0,"en",90,552,"https://t.co/CmIFtEPgoe","Solana Blockchain","A climate impact organization.",FALSE,TRUE
"1117","Fears drought could follow floods as forecasts chance of El Niño arriving off back of La Niña #climatechange #agriculture | @scoopit https://t.co/LSx1QwHuYZ",156,0,0,"en",754,1091,"http://t.co/pJ5gD6mReP","Montpellier","Fostering cooperation and Ag markets information sharing, transparency for Food Security in the Mediterranean region. #grains #wheat #rice #corn #Trade",FALSE,TRUE
"1118","🇦🇺The year 2022 was an annus horribilis for #Australia because of damage caused by heavy rainfalls.

Let's take a look at how governments plan to take action on #infrastructure to contain the effects of #climatechange.

#Webuild #WebuildValue 👉 https://t.co/wW7Y0PhXOb https://t.co/CRAubVQeda",268,1,1,"en",9948,466,"https://t.co/f69E83lklU","Italy","Webuild, Salini Impregilo's new name, is one of the leading global players in the construction of large, complex infrastructure",FALSE,FALSE
"1119","The area’s oaks are dying and seedings are not regenerating due to a number of factors, including #climatechange. Arboretum researchers are collaborating with community members to plant and care for more than 2,000 seedlings as part of the local ""Adopt a Tree"" program. https://t.co/1hxJPxGCQu",269,0,5,"en",15654,1242,"https://t.co/WfoZ0W2PxV","Lisle, IL","1,700-acre tree-focused botanical garden & science center. Hiking trails, Children's Garden, events, classes, Plant Clinic. Open 365 days. https://t.co/57LUu4cyTU",TRUE,FALSE
"1120","@EpochTimes @BlackRock @jpmorgan #Kentucky should just ban all businesses that don’t display overt racism, didn’t support then #insurrection or care about #climateChange",169,0,0,"en",254,116,NA,"","Police Brutality is the #1 health crisis we face today",FALSE,TRUE
"1121","RT @BelvyBenjamin: #WEF #climatechange #GretaThunberg #AndrewTatereleased #NewWorldOrder #pureblood #Pfizer #pfizerdocuments #PfizerBioNTec…",140,58,0,"und",3382,3700,NA,"Florida, USA","🇺🇸Independant/Conservative🇺🇲/retired🐬/happily❤engaged/No DMs please. 
#FloridalovesDeSantis🏖🐠 #FloridaParadise🏝🐙
FJB/LGB",FALSE,TRUE
"1122","The promise and peril of Canada’s approach to Indigenous protected areas. ""Canada needs to protect more land. There’s 500,000 square kilometres in proposed Indigenous Protected and Conserved Areas. So what’s the holdup?"" https://t.co/kBPHI3wXxM #Indigenous #ClimateChange",271,0,1,"en",500,104,"https://t.co/npYiIf7zcY","Canada","Online platform sharing Indigenous climate change stories, resources, funding opportunities & events in Canada. #Indigenous #ClimateChange #IndigClimateStories",FALSE,FALSE
"1123","RT @PCarterClimate: OCEAN WARMING THREATENS FUTURE 
OF LIFE ON EARTH
Clearer image global effects of ocean warming
#ocean #globalwarming #c…",140,99,0,"en",29,33,NA,"","",FALSE,TRUE
"1124","@drdawg1996 Its the new normal.
Sportstars with heart problems
#Climatechange",77,0,0,"en",299,208,NA,"Planet 3","There's evil afoot.",FALSE,FALSE
"1125","✨ New #Programming opportunity:
 
💼 Backend Software Engineer at
🍀 Stem @stempowered
📍 Remote, United States
 
Apply now!
 
#ClimateChange #ClimateJobs #GreenInfrastructure 

https://t.co/7su6oPvrfY",198,1,1,"en",353,264,"https://t.co/3WlvXbn55V","Find your next Opportunity 👉","#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",FALSE,TRUE
"1126","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",13,50,NA,"Stoney creek ontario","",FALSE,TRUE
"1127","RT @MOFA_Taiwan: Watch our #AOSIS allies—#StKittsAndNevis🇰🇳, #Nauru🇳🇷, #StLucia🇱🇨, #MarshallIslands🇲🇭 &amp; #Haiti🇭🇹—call for #Taiwan’s🇹🇼 meani…",144,72,0,"en",26,86,NA,"","",FALSE,TRUE
"1128","✨ New #ITjobs opportunity:
 
💼 DevOps Architect at
🍀 Stem @stempowered
📍 Remote, United States
 
Apply now!
 
#ClimateChange #ClimateJobs #FreshWaters 

https://t.co/W1X9xXKHzg",176,1,1,"en",353,264,"https://t.co/3WlvXbn55V","Find your next Opportunity 👉","#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",FALSE,TRUE
"1129","Scientists dig deep &amp; find a way to accurately predict snowmelt after #Droughts (LINK): https://t.co/zhVDOlZ1Ui 

@SFU @UTAustin @txgeosciences @UCBerkeley 
#CFIfunded
#ClimateChange",186,0,0,"en",18425,4150,"http://t.co/vTPEqTPdXB","Ottawa, Canada","The Canada Foundation for Innovation funds research infrastructure. | La Fondation canadienne pour l'innovation investit dans des installations de recherche.",FALSE,FALSE
"1130","The Greco-Roman humanistic roots of modern western civilization is founded upon the framework that humans are above nature and spirit is above human.
Nature and spirit is within and with everywhere.
#climatechange
#science
#motherearth
#pagan 
#indigenous
https://t.co/v4huQMq8qn",279,0,0,"en",213,397,NA,"","Filmmaker ~ Writer ~ Photographer ~ Traditional Healing 
https://t.co/RPIJsLZlEj   https://t.co/BZGHmHlYfP",FALSE,FALSE
"1131","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",2489,1356,NA,"Cork, Ireland","",FALSE,TRUE
"1132","RT @AMDRorg: The time is now for #hospitals to build a #circulareconomy on the principle of “First, do no harm” through sustainable solutio…",140,3,0,"en",3808,862,"https://t.co/MIz5nvlc7s","Reston, VA","Transforming the health care sector to reduce its climate impact and become a leader for environmental health and justice.

Owned by Health Care Without Harm",FALSE,FALSE
"1133","RT @EcofriendlyBeer: ""At the UN #ClimateChange Conference late last month, world leaders reaffirmed the 1.5C goal. But without dramatic act…",140,8,0,"en",1347,3410,NA,"Hague in The Hat","protect preserve defend 🌎🏳️‍🌈🪷🖤BLM🪸🇺🇦🌱⚖️INFP/J🥗☮️📚🐝🕉🍄🐋♻️🐾🌊💙lifelong tree-hugging Dem 💙 on Mastodon @ catintheHague@projectmushroom.social",FALSE,TRUE
"1134","📝 The Earth's atmosphere is a complex and dynamic system. Meteorologists study how it works and how it is affected by factors like climate change. Want to learn more about the science of weather?  #meteorology #climatechange #science https://t.co/dqAJtrRtdd",257,0,0,"en",5512,4104,NA,"Guayaquil, Ecuador","swim, bike, run, surf and agriculture. Marathoner, triathlete. MSc. Ph.D.🌪 @espol @ufsm_oficial🇪🇨 🇧🇷#ClimateAction #smartAg",FALSE,FALSE
"1135","📝 Did you know that climate change is causing extreme weather events like heatwaves, floods, and hurricanes to become more common? It's more important than ever to take action to reduce greenhouse gas emissions. #climatechange #weather #Sustainability",251,1,2,"en",5512,4104,NA,"Guayaquil, Ecuador","swim, bike, run, surf and agriculture. Marathoner, triathlete. MSc. Ph.D.🌪 @espol @ufsm_oficial🇪🇨 🇧🇷#ClimateAction #smartAg",FALSE,FALSE
"1136","2/2 : En attendant des alternatives plus respectueuses de l'environnement, la compensation reste une solution qui peut promouvoir la transition verte. 
Soyons écoresponsables.

📷 forêt de Kakimbo où j'ai planté 4 arbres le 31/12/2022

#ClimateChange #ClimateAction #JVS #ACOREC https://t.co/1drPoECjBK",277,0,3,"fr",834,438,NA,"Guinée","Climate activist | Young voice from the Sahel | ACOREC | AWLN Guinea | ICT girl 💻",FALSE,FALSE
"1137","RT @Fabio_DeBunker: La pioggia è sempre più rara; ancor più raro è veder cadere dal cielo fiocchi di neve; per questo mi rendo conto di viv…",140,4,0,"it",391,1869,NA,"","grande passione per i libri, Vasco e la juventus!!!
👩🏻‍🎓Scienze politiche e relazioni internazionali
👩🏻‍🎓 Innovazione educativa e apprendimento permanente",FALSE,FALSE
"1138","How come there’s always an excuse for not tackling the #climate #emergency? by @edans https://t.co/DlK8CmI6QD #ClimateEmergency #Amazon #CarboDioxide #ClimateChange #UkraineWar #ClimateScience #War #Science",206,0,0,"en",6829,4644,"https://t.co/Q9x6sUA8uD","Longview, TX","Muslim, Optimist, Chronic Lyme Survivor, History/Poli. Sci. Prof. w/ no class. 🦠 maxed out on Boosters 💉 💍 on 10/6, 1/17 Tweeting since March 26, 2008",FALSE,FALSE
"1139","RT @WaterAidUK: Did you know @NASA has launched a new satellite to monitor the Earth's water? 🚀💧

It'll give insights into how #ClimateChan…",140,3,0,"en",30299,1379,"https://t.co/8hL2pk4LKz","Worldwide","Research and insight from WaterAid – a leading not-for-profit determined to end the global water, sanitation and hygiene crisis, for good.",TRUE,FALSE
"1140","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",1203,2299,NA,"","An old dog learning new tricks.Canadian conservative that believes capitalism has done more to raise people out of poverty than any thing else.",FALSE,TRUE
"1141","RT @orfhindi: #ClimateChange के सबसे बड़े प्रभावों में से एक ‘मानव विस्थापन’ किस प्रकार से हो सकता है. #Migration के ज़्यादातर मामलों में #…",140,1,0,"hi",911,281,NA,"BHOPAL & DELHI ","Simple person",FALSE,TRUE
"1142","RT @Greenpeace: ""When we fail to recognise that #ClimateChange is an imminent threat to the welfare of womxn &amp; other vulnerable gender iden…",144,29,0,"en",274,226,NA,"Paris","",FALSE,TRUE
"1143","RT @MuslimAid_PK: The Country Director of MuslimAid Pakistan along with other country leads of INGOs had a meeting with Ms. @sherryrehman,…",139,5,0,"en",87,397,NA,"Shahdadkot, Pakistan","Jiyala... Ex vice president PYO Shahdadkot... Love #Bhuttoizam... Chairman #Bilawal Bhutto
Red Salute Shaheed Baba and Shaheed Rani...",FALSE,TRUE
"1144","RT @PCarterClimate: OCEAN WARMING THREATENS FUTURE 
OF LIFE ON EARTH
Clearer image global effects of ocean warming
#ocean #globalwarming #c…",140,99,0,"en",2018,4960,"https://t.co/d9rmiubjan","Other side of Space-Time Rift","https://t.co/gEX74S6RD9 &https://t.co/3qAyF5Syew as @mindykatzen
Veni. Vidi. Vici.
There is no way back — Only Forward. 
Republicans = Daleks
Klaatu barada nikto
Allons-y!",FALSE,FALSE
"1145","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",235,451,NA,"","Certified Electric Piano Tuner 
Pronouns: Eggplant/Broccoli",FALSE,FALSE
"1146","#ClimateChange https://t.co/rdrmOMhiZT",38,0,0,"und",324,1084,"https://t.co/W2JGyJ1KmK","Denver, CO USA","Technologist | Entrepreneur | Driving Innovation and Growth | At the forefront of Energy-Transition",FALSE,TRUE
"1147","How AI might be the solution to climate change by Enji Enkhbayar https://t.co/HVIeI5ECG7 #ClimateChange #AI #ArtificialIntelligence #MachineLearning #MachineLearningAI #Artificial_Intelligence",192,1,3,"en",6829,4644,"https://t.co/Q9x6sUA8uD","Longview, TX","Muslim, Optimist, Chronic Lyme Survivor, History/Poli. Sci. Prof. w/ no class. 🦠 maxed out on Boosters 💉 💍 on 10/6, 1/17 Tweeting since March 26, 2008",FALSE,FALSE
"1148","Sven van Zanten Shares.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/HKIZJTK5zf",213,0,0,"nl",890,991,"https://t.co/atjXpYNOaz","Netherlands","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE,TRUE
"1149","@ciel_tweets is hiring‼️#jobsearch #campaigner #environmentalism #climatechange #chemicals #FossilFuels #ClimateActionNow #food #agriculture #health #HealthyLiving #healthyplanet #Careers #petrochemicals #ClimateCrisis #ClimateEmergency #plasticpollution #breakfreefromplastic https://t.co/lKoAd8KfEH",276,0,1,"en",321,288,NA,"","🏳️‍🌈#Appalachian holler dweller for enviro, social, & econ justice. I don’t owe you a debate on my thoughts, feelings, opinions or facts. #BLM & #LandBack",FALSE,FALSE
"1150","People in #Waterford encouraged to tackle #climatechange in 2023 witha #2minutebeachclean: https://t.co/XeDwAQBZ9K
#CleanCoasts @waterfordcoco @WaterfordLive",157,2,7,"en",9099,2898,"https://t.co/TVkXUIPl2V","Ireland","Engaging communities in the protection of Ireland's beaches, seas and marine life.",FALSE,FALSE
"1151","#ClimateChange https://t.co/5pxDU6Axuy",38,0,0,"und",324,1084,"https://t.co/W2JGyJ1KmK","Denver, CO USA","Technologist | Entrepreneur | Driving Innovation and Growth | At the forefront of Energy-Transition",FALSE,TRUE
"1152","The 1977 #ClimateMemo that should’ve changed the world by Thred Media https://t.co/B7dx1Y1oak #ClimateChange #GlobalWarming #USA #Climate #ClimateScience #History #Science",171,0,3,"en",6829,4644,"https://t.co/Q9x6sUA8uD","Longview, TX","Muslim, Optimist, Chronic Lyme Survivor, History/Poli. Sci. Prof. w/ no class. 🦠 maxed out on Boosters 💉 💍 on 10/6, 1/17 Tweeting since March 26, 2008",FALSE,FALSE
"1153","@gjvu Het waait te hard. Zal ook wel door #climatechange komen 🤣🤣🤣",66,0,0,"nl",466,622,NA,"","Projectmanager | Bestuurder VvE | Squash | Skiën | Anti-globalist | Twittert op persoonlijke titel | Frysk bloed | Pim Fortuyn",FALSE,TRUE
"1154","RT @EnelFoundation: 📢 The webinar on 📅 10 January 2023, 12 midday-1 p.m. will provide information on the 5 🤝 scholarships in the 🇺🇸 USA for…",140,1,0,"en",7291,1394,NA,"VA","""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE,FALSE
"1155","@ShannenJPEG @GretaThunberg @elonmusk @sneako @Cobratate @LayahHeilpern @JPEGculture @hodgetwins Congratulations! This was the #ClimateChange tweet with the most retweets on January 02, 2023.                
BTW, I'm a bot that acknowledges good work in the movement, thank you @ShannenJPEG!",291,0,0,"en",127,144,NA,"","I'm a bot that acknowledges good work in the climate movement by sharing the most retweeted #ClimateChange tweet every day.",FALSE,TRUE
"1156","RT @ShannenJPEG: I think @GretaThunberg &amp; I should do a live debate on #climatechange 

What do you guys think? Retweet if you agree 🐸 http…",144,1191,0,"en",127,144,NA,"","I'm a bot that acknowledges good work in the climate movement by sharing the most retweeted #ClimateChange tweet every day.",FALSE,TRUE
"1157","AQI: 210
Advisory:- Very Unhealthy: everyone especially children, should limit prolonged outdoor exertion

#January #winter #ClimateChange #globalwarming #savetheplanet #PlantATree #AirQuality
#environment #Healthy #Future #Children #FIFAWorldCup",246,0,1,"en",1188,4766,NA,"Internet","Trying to bring positive change in society via technology.",FALSE,TRUE
"1158","We need to take care of our environment! #ClimateChange is real and it's time to act. Planting trees is a great way to start, so like and RT if you care about our future. #ProtectOurPlanet 🌎",190,0,1,"en",95,3,"https://t.co/w2E25xiLQr","Twitterverse, San Francisco","I am a living tree that lives from Twitter likes. I enjoy interacting with people and tweeting interesting things. I love getting likes and growing
my branches",FALSE,TRUE
"1159","RT @AGreeAgPolicy: These Are the Climate Numbers to Watch in 2023 -- Bloomberg #GHG #greenhousegas #climatechange @WMO @gcarbonproject #hot…",140,1,0,"en",7291,1394,NA,"VA","""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE,FALSE
"1160","If you wonder why you are too cold at a French supermarket or too hot at a Pakistani wedding, the reason is similar. This is the story. Today's econlife blog: https://t.co/sYVptkYVWq #econlife #energy #climatechange https://t.co/LmRT69Hnaf",215,0,0,"en",684,422,"http://t.co/OMFJ9GyiZl","New York, NY","Connecting economics with everyday life, econlife slices away all of the layers that make economics boring and complex.",FALSE,FALSE
"1161","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",1221,1649,NA,"Calgary Alberta Canada","Father Grandfather lover of all things smoked cased meat and fly fishing. Alberta politics has left me jaded but hoping for better.",FALSE,TRUE
"1162","RT @MAGreenBuilding: Free Webinar: Sustainable &amp; Renewable #Energy, Looking Forward and Actionable insights, January 11, 12pm ET: https://t…",144,1,0,"en",7291,1394,NA,"VA","""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE,FALSE
"1163","RT @citizensclimate: Atmospheric rivers, getting worse because of #ClimateChange, are now flooding California. Yet another indication that…",139,11,0,"en",1001,783,"https://t.co/Ts9PaTrBQo","Colorado, USA","We represent over 6,000 Coloradans in all 7 Congressional districts who support the Energy Innovation and Carbon Dividend Act.",FALSE,FALSE
"1164","What are your new year’s resolutions? In 2023, CHI is committed to driving change in these pressing areas: climate and health, behavioral health, and integrating systems of care. Read more at https://t.co/T9JHrQo6bp #COHealth #ClimateChange #MentalHealth #HealthCare https://t.co/8JEXkzmQ3C",266,0,2,"en",6030,961,"https://t.co/ug7nfxx6mZ","Denver, CO","We improve the health of all Coloradans through independent research, analysis, and insight that support sound policies and decisions.",FALSE,FALSE
"1165","Disasters around the world are twice as big as they ever were, ice is melting, and everything's changing.

Do international schools take the #ClimateEmergency seriously? Are teachers equipped to teach about the issues relating to #ClimateChange? If not, why not? https://t.co/0FngcS5CtV",262,2,2,"en",8767,8577,"https://t.co/kLCnGgJ7wG","Here, There and Everywhere ","International Educator. Tweeting about Education, Africa, Politics, Social Justice, Human Rights, Environment. https://t.co/2wz6RLeJSm…",FALSE,FALSE
"1166","RT @citizensclimate: New Year. New Policies. Same CCL. 

Join us to learn more or check out our blog for more details:
https://t.co/DtKdljf…",140,15,0,"en",1001,783,"https://t.co/Ts9PaTrBQo","Colorado, USA","We represent over 6,000 Coloradans in all 7 Congressional districts who support the Energy Innovation and Carbon Dividend Act.",FALSE,FALSE
"1167","RT @NatangeloM: Adorazione – la mia vignetta per Il Fatto Quotidiano oggi in edicola!
#senato #ultimagenerazione #vernice #climatechange @f…",140,19,0,"it",1000,150,NA,"","",FALSE,FALSE
"1168","RT @AmPakFdn: Pakistan struggles to recover from historic flooding as waters refuse to recede #Pakistan #Floodrelief #Floodvictims #Climate…",140,1,0,"en",7291,1394,NA,"VA","""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE,FALSE
"1169","Record warm winter in parts of Europe forces closure of ski slopes

The winter sports season is a huge employer and revenue generator for many areas, and #climatechange is severely disrupting the season (again)

#climateaction #sustainability #environment  https://t.co/VSpehXwKNB",280,0,0,"en",11,115,NA,"Teddington, England","Sustainability Group of St Mary with St Alban Parish in Teddington (TW11). Tweet about sustainability, community, nature and wellbeing",FALSE,TRUE
"1170","Pakistan struggles to recover from historic flooding as waters refuse to recede #Pakistan #Floodrelief #Floodvictims #ClimateChange #UNFCCC #PBS https://t.co/R56C7D8dfj",168,1,1,"en",39858,60,"https://t.co/3trr1elduH","USA","The American Pakistan Foundation is committed to empowerment of the Pakistani American community and building bridges between the United States and Pakistan.",FALSE,FALSE
"1171","RT @IFAD: The fight against #ClimateChange is a fight against poverty.

#ActOnClimate https://t.co/DKSo73XYbs",109,35,0,"en",634,2381,NA,"Kenya","Social Scientist, Education Advocate, and a Project Manager. 
Project Lead at Community Land Action Now!-CLAN!. Responsible Investments on Community Lands-CRICL",FALSE,TRUE
"1172","RT @PCarterClimate: 2022 RECORD FOSSIL FUEL CO2 EMISSIONS
November 2022 Global Carbon Project's Global Carbon Budget. Details 2022 fossil f…",140,67,0,"en",411,964,NA,"Dunvegan","Market Gardener, Grower, among many other things.",FALSE,FALSE
"1173","RT @RichardMunang: Check out the latest article in my newsletter: Building a #Mindset of Resilience to withstand adversity Under #ClimateCh…",140,4,0,"en",634,2381,NA,"Kenya","Social Scientist, Education Advocate, and a Project Manager. 
Project Lead at Community Land Action Now!-CLAN!. Responsible Investments on Community Lands-CRICL",FALSE,TRUE
"1174","Free Webinar: Sustainable &amp; Renewable #Energy, Looking Forward and Actionable insights, January 11, 12pm ET: https://t.co/lkVoGC7acl @UofNH @revisionsolar @UKinBoston @NECEC  @nexteraenergy @NextEraEnergyR #energy #COP27 #energyefficiency #sustainability  #climatechange #free https://t.co/2UM5euzFb7",280,1,1,"en",1099,880,"https://t.co/VNOCfpWK8C","Boston, MA","Let's use @MAGreenBuilding to share #Massachusetts #greenbuilding event, class, resource info. (To promote existing orgs/resources, not replace!) #Boston",FALSE,TRUE
"1175","These Are the Climate Numbers to Watch in 2023 -- Bloomberg #GHG #greenhousegas #climatechange @WMO @gcarbonproject #hottestyear https://t.co/QEkFOKKKtK",152,1,0,"en",3365,663,"https://t.co/apR0FFGOsW","Washington, D.C.","We drive positive change in food & ag. Tweets share our perspectives & cover top news to foster inclusive dialogue. News tweets are not an endorsement.",FALSE,FALSE
"1176","RT @PCarterClimate: METHANE FEEDBACK FROM TROPICAL AFRICA
One third of recent global methane Increase comes from feedback emissions of vast…",140,39,0,"en",450,498,"https://t.co/YhlcnXQSJZ","Roumanie","journaliste - AFP Bucarest. Tweets et RT purement personnels. @CollectifFocus",FALSE,FALSE
"1177","RT @animal_front: By going vegan you will halt #climatechange,reverse deforestation,preserve biodiversity,stop species loss,and save the pl…",140,233,0,"en",144,666,"https://t.co/xckqrDUh3s","Yahrushalayim ✡️🕎☮️☪️","⛧WARLORD⛧

Viking • Tribes of Levi, Yahudà & Zebulun • @WraithFuneral
#iStandAlone4_YHWH #goVegan 💚 #HornsUP🤘🏽😈 #HornsHigh ✡︎ שָּׂטָן דִידְיָהּ",FALSE,TRUE
"1178","RT @Greenpeace: ""When we fail to recognise that #ClimateChange is an imminent threat to the welfare of womxn &amp; other vulnerable gender iden…",144,29,0,"en",380,1167,NA,"Dumfries, Scotland","slightly tubby, mostly bald, always tired",FALSE,TRUE
"1179","📢 The webinar on 📅 10 January 2023, 12 midday-1 p.m. will provide information on the 5 🤝 scholarships in the 🇺🇸 USA for Italian 🧑‍🎓 PhD students working on #climatechange, offered by @EnelFoundation and @FulbrightIT.

Read more 👉 https://t.co/ZFozMeOhHv https://t.co/G4hlOXqKS0",253,1,0,"en",1985,432,"https://t.co/Os876hxzRE","Roma, Lazio","Research and education nonprofit focused on the crucial role of clean energy to ensure a sustainable future for all.",FALSE,TRUE
"1180","Get off the grid now 💥🙌🏽

Ask us how 👋🏽👋🏽👋🏽
https://t.co/Pjy0gTJcp7 

#cleanenergy #solar #ev #cannabis #greenenergy #climateconscious #climatechange #climatecrisis #renewableenergy #growsolar #solarenergy #grow https://t.co/JwmoqPq8CI",211,0,2,"en",51,144,"https://t.co/5Vq32UrXri","","BizReps, your Reps for Green Energy Lighting, Intelligent Solar Harvesting & Natural Gas-Powered Generators/EV Charging Stations, ALL made in the USA.",FALSE,TRUE
"1181","RT @usaid_manila: USAID and @CatholicRelief are working with the farmers and fisherfolks in Cotabato through the local government to mainst…",140,2,0,"en",85657,11982,"https://t.co/R9YW9BGHsk","Baltimore, Maryland","Catholic Relief Services (CRS) is the official int'l humanitarian agency of the U.S. Catholic community. We assist people in need in more than 100 countries.",TRUE,FALSE
"1182","RT @GDNint: Kunio @wcosg,  Secretary General @WCO_OMD talks about the role that #customs can play to mitigate the crisis of #climatechange…",139,1,0,"en",182,236,NA,"Romania","Development research, Director of Strategic Partnerships at GDN, passionate global citizen and traveler, avid health and nutrition 'consumer'",FALSE,TRUE
"1183","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,679,0,"en",290,294,"http://t.co/Jlq3GdpkEu","Waterloo, Ontario","Playwright, Screenwriter, Producer, Director, Actor, Canadian",FALSE,FALSE
