"","created_at","id_str","full_text","display_text_range","retweet_count","favorite_count","lang","name","screen_name","followers_count","friends_count","location","description","verified"
"193",2022-12-28 02:05:54,"1607905648116699136","RT @WNBRLondon: #WNBRLondon 2022 Rendezvous Point - waiting for everyone to arrive. Clicker count was 1,003 but we probably missed a few! P…",140,121,0,"en","alisson","nudistabrasilia",2220,2355,"Brasil ","nudist man.",FALSE
"194",2022-12-28 02:04:11,"1607905213582831616","RT @ScienceNotDogma: Here's a list #globalwarming #climatechange myths, sorted by popularity vs what #science says (w/ details). You can al…",140,6,0,"en","ꜱᴄɪᴇɴᴄᴇ ɴᴏᴛ ᴅᴏɢᴍᴀ™ ☮️🖖🏿🔬🌱 🇨🇦","ScienceNotDogma",10974,10609,"Canada","🌎Fighting #disinfo / #misinfo on the #ClimateCrisis, #vaccines and #Science.📚 #ClimateAction #BLM #COVID19😷☣️ He/Him",FALSE
"195",2022-12-28 02:04:09,"1607905209207889921","@markpoloncarz this is the new #ClimateChange normal. get with the program.
why the fu¢k isn't the east side getting cleared boy? they pay taxes too.",149,0,0,"en","narcissist hell","NarcissistHell",8,110,"","#INTJ done with your ""freedumb"" bullshit.
@annamousse on https://t.co/D9CbujOFRf",FALSE
"196",2022-12-28 02:04:00,"1607905171161636866","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Lisa Kilmartin","LisaKilmartin1",49,307,"Wicklow, Ireland","🇺🇦maths/science teacher online Ireland/UK. nature lover🇺🇦",FALSE
"197",2022-12-28 02:03:44,"1607905102173728768","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","danmcd 💚🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿","DanielMcDonald4",544,1700,"Hossegor, France","Environmental consulting
#farming #soil #seeds #climate #biodiversity #rewilding #oceans #salmon #erosioncontrol",FALSE
"198",2022-12-28 02:02:29,"1607904788506615814","RT @ScienceNotDogma: Here's a list #globalwarming #climatechange myths, sorted by popularity vs what #science says (w/ details). You can al…",140,6,0,"en","Stephen Leahy","StephenLeahy",5988,1392,"Ottawa, Ontario, Canada","Biosphere Journalist | SEAL Award for Enviro Journalism; UN Global Prize for Climate Reporting | Need to Know: Science and Insight   https://t.co/m1FOAiGzSK",FALSE
"199",2022-12-28 02:01:58,"1607904657527181314","RT @citizensclimate: Very hopeful piece from @leahstokes in the NYT suggesting we may have finally reached a pivotal point in kicking our f…",140,17,0,"en","Citizens' Climate Lobby UK","CitznsClimateUK",1305,3295,"UK","We respectfully ask that the burning of fossil fuels is charged and the money given, equally, to all citizens as a Climate Income. This is CCL UK.",FALSE
"200",2022-12-28 02:01:51,"1607904628561043456","RT @BarclaysCIB: What role will the private sector play in the fight against #climatechange, and how will new technologies achieve these am…",140,1,0,"en","Gabriele Sanzone","gabriele8325",336,5000,"United States","Bodybuilder and Philosopher, I Like Ufc and Sport Entertainment. https://t.co/G1sWKH24wq",FALSE
"201",2022-12-28 02:01:02,"1607904421643522050","RT @AnimalWelfareIE: 💔 There has been a sharp decline in #polarbear numbers around #HudsonBay  #Canada  - particularly of females and cubs.…",140,5,0,"en","Lightspeed","LightspeedSteps",1506,2637,"","Environment, animals and other stuff.
Retweeting sometimes, well.. actually all the time.",FALSE
"202",2022-12-28 02:01:01,"1607904416882987011","AQI: 217
Advisory:- Very Unhealthy: everyone especially children, should limit prolonged outdoor exertion

#December #winter #ClimateChange #globalwarming #savetheplanet #PlantATree #AirQuality
#environment #Healthy #Future #Children #FIFAWorldCup",247,0,0,"en","Environment","napbot",1185,4769,"Internet","Trying to bring positive change in society via technology.",FALSE
"203",2022-12-28 02:00:31,"1607904291028668418","Hey Teens! Looking for more books on #ClimateChange? Want some environmental science and disaster with your fiction? Check out our blog for a list of fiction and nonfiction books with Climate Change at the forefront!

Read Here: https://t.co/5GEokPWDVB

#CCPLOnline #BookList https://t.co/XN9smtXVaU",275,0,6,"en","Charles County Public Library","ccplonline",1447,1082,"Charles County, MD","We create opportunities for communities to engage, discover, & learn.
Proudly celebrating a CENTURY of public service! 1922-2022",FALSE
"204",2022-12-28 01:59:53,"1607904135415726081","RT @ScienceNotDogma: Vocal #DenialMachine accounts like this are why I'm staying on Twitter.🤨

They spread #disinformation 24/7 on the #Cli…",140,11,0,"en","Stephen Leahy","StephenLeahy",5988,1392,"Ottawa, Ontario, Canada","Biosphere Journalist | SEAL Award for Enviro Journalism; UN Global Prize for Climate Reporting | Need to Know: Science and Insight   https://t.co/m1FOAiGzSK",FALSE
"205",2022-12-28 01:59:33,"1607904050011316224","Coffee Tasting Tour in San Lorenzo, Puerto Rico https://t.co/XrPWgyhQN5  

Available Dates:
Saturday, January 21, 2023
Monday, January 30, 2023
Sunday, February 26, 2023

#TurismoBorincano #SanLorenzo #PuertoRico #agriculture #climatechange #community #Rural #CoffeeTasting https://t.co/L8EpKuAO97",273,0,1,"en","Turismo Borincano","TourBorincano",100,133,"Puerto Rico","Descubriendo a #PuertoRico with a Certified Tour Guide. APP 📱➡️https://t.co/fH1RkuON1g",FALSE
"206",2022-12-28 01:58:32,"1607903793487966208","RT @BrianMcHugh2011: Climate impact labels could help people eat less red meat

Giving people the information about their climate impact he…",140,11,0,"en","XR Czechia 🇨🇿 | XRczech@social.rebellion.global","XRczech",1567,1721,"Czechia","+2 °C warming in 2040 =  famine + migration + fascism 
👁️ LookUp ✊ RebelForLife 🌏 BanDeniers 🍌",FALSE
"207",2022-12-28 01:57:34,"1607903550402854914","RT @OntarioNature: The short-eared #owl, which is primarily seen in southern Ontario in winter, is struggling amid habitat loss and #Climat…",140,9,0,"en","Sue MacV, OCT","SueMacV",387,552,"","Educator, Learner, Presenter, Participant, Parent, Daughter, Aunt and Great-Aunt and so much more......",FALSE
"208",2022-12-28 01:57:22,"1607903501325144064","We believe that we can control a lot of things,but we forget that there is a huge mass of molten substance bubbling beneath our feet. But now serious problems have begun inside the core. What does this mean for us? #SurvivalinUnity #CreativeSociety 
#ClimateChange #climate https://t.co/dmJHgAAtpS",273,1,4,"en","GeoCenter.info","GeoCenterinfo",881,42,"","Объединение людей – залог выживания человечества. 
Human unity is the key to the survival of mankind.",FALSE
"209",2022-12-28 01:56:32,"1607903289303269377","RT @ElektraMadrigan: 37 million seahorses per year are extracted from the oceans,many are traded as medicines, souvenirs or even eaten as s…",140,717,0,"en","Borikar G S","borikar_g",157,191,"","",FALSE
"210",2022-12-28 01:56:17,"1607903226174521347","✨ New #Product opportunity:
 
💼 Product Manager at
🍀 Tender @tenderfood
📍 Somerville, United States
 
Apply now!
 
#ClimateChange #ClimateJobs #Motivation #startup

https://t.co/xaNZO6bEP6",188,1,1,"en","Climate Jobs List 🌐","ClimateJobList",352,264,"Find your next Opportunity 👉","#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",FALSE
"211",2022-12-28 01:55:41,"1607903078640160769","Climate change is forcing cities to rethink their tree mix https://t.co/BlpzZKSmCp via @physorg_com #ClimateChange #Earth #Environment #GlobalWarming
#Ecology #Biology",167,1,1,"en","Martín Vásquez","Ing_Martin_V",2495,2527,"Somewhere","Electronics Engineer. 
#Energy #GreenTech #CleanEnergy #RenewableEnergy #Renewables #GreenEnergy #SolarEnergy #SolarPower #SolarPanels",FALSE
"212",2022-12-28 01:53:38,"1607902558831665155","@BlakGreenRed @Chris_Palko_ @Christo48325726 @MRobertsQLD So those that say that #climatechange causes less rain are wrong? https://t.co/OpjTEuxW7J",123,0,1,"en","Raffles the Gentleman Thug","ThugRaffles",1083,2228,"","I have had a plenitude of this ordure.",FALSE
"213",2022-12-28 01:51:54,"1607902122929954816","RT @ESAEcology: Now out in @ESAEcology:

Mutualisms in a warming world: How increased temperatures affect the outcomes of multimutualist in…",140,62,0,"en","Matthew Kaproth","mkaproth",667,1141,"Mankato, MN","Plant ecologist - studying populations out of control (too many or too few) & the traits that drive species success #Quercus #Prairies #Invasives #MNSU =",FALSE
"214",2022-12-28 01:51:28,"1607902013555355648","YEAR END REVIEW: CONVERSATIONS WITH CALVIN WE THE SPECIES
#funnyfarm #animalrescue #probasketball #Rutgers  #France #Reiki #hypnosis #GenZ #filmmaking #climatechange
196 Interviews 
https://t.co/KiFoF1CZSU  
PLEASE SUBSCRIBE (You can almost find any subject ) https://t.co/ufeloWVER8",259,0,4,"en","Calvin Schwartz","Earthood",1547,1294,"New Jersey","#Luxottica Group  #TV host #journalist #Novelist #spiritual #Rutgers #collegesports #mentor #homelessness YouTube: Conversations with Calvin; We the Species",FALSE
"215",2022-12-28 01:51:16,"1607901965744472064","RT @BrianMcHugh2011: The 10 most expensive storms, floods and droughts in 2022 each cost at least $3bn (£2.5bn) in a “devastating” year on…",139,48,0,"en","ProDemocracy Ï 🇺🇦ProClimate🌍ProPeace☮️","Disasterific2",262,133,"","If you are against democracy, equality, fighting climate change, but for racism, war, fossil fuels please jump out a russian hospital window.
#StandWithUkraine",FALSE
"216",2022-12-28 01:50:20,"1607901731643342849","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Götz von Berlichingen #FBPE","georgebernhard",5238,5736,"London, Irish Archipelago","Anglophilia declining by the day

he/him

@georgebernhard@mastodon.sdf.org
https://t.co/0Ry6lYmkXD",FALSE
"217",2022-12-28 01:49:06,"1607901420862279681","RT @citizensclimate: Very hopeful piece from @leahstokes in the NYT suggesting we may have finally reached a pivotal point in kicking our f…",140,17,0,"en","Climate Reality Greater Maryland","ClimateCounty",565,1208,"Bethesda, MD","We're the Climate Reality Project chapter in Maryland.",FALSE
"218",2022-12-28 01:48:55,"1607901375404593153","RT @citizensclimate: Check out some of the amazing things our volunteers did this year for climate action in the 5th installment of our gra…",140,13,0,"en","Climate Reality Greater Maryland","ClimateCounty",565,1208,"Bethesda, MD","We're the Climate Reality Project chapter in Maryland.",FALSE
"219",2022-12-28 01:48:55,"1607901372199968770","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Young in Cheshire","youngincheshire",378,1323,"Cheshire","Lean Change and Startup consultant. 'Hi' welcome. CI expert. PI enthusiast. AI curious. DIY I try. Enjoys the outdoors with the family.",FALSE
"220",2022-12-28 01:48:50,"1607901352218472449","RT @citizensclimate: Some good points here from @lindsey_baxter at @cleanaircatf about the need to continue making progress on #ClimateChan…",140,25,0,"en","Climate Reality Greater Maryland","ClimateCounty",565,1208,"Bethesda, MD","We're the Climate Reality Project chapter in Maryland.",FALSE
"221",2022-12-28 01:47:21,"1607900981144195072","RT @gchahal: BREAKING: #BNNNorway Reports.

Viken county council has sent out a proposal for a consultation to require emission-free taxis…",139,2,0,"en","Putin","PutinTurtle",229,2084,"","",FALSE
"222",2022-12-28 01:47:13,"1607900945085505537","Save on GREEN Hosting from HostGator! Use 25% OFF COUPON CODE: ""Get25OffHG"" https://t.co/HLk3yp1eEW #webhost #webhosting #climatechange",135,0,0,"en","The Colonel","Cash_Rules_",1522,1682,"Way up the river. . .","#Internet and #Affiliate #Marketing Student and Practitioner.",FALSE
"223",2022-12-28 01:46:54,"1607900864777424896","RT @Trudeaus_Ego: Update: MAiD is now accessible in all provinces and territories.

I encourage all Canadians to consider taking advantage…",139,698,0,"en","DJ Phoenix","DJPh03NiX",33689,2605,"Alberta, Canada","Music Producer. DJ. Converting Metal Heads one album at a time. Buy my music at https://t.co/DIMJ3oILTo",FALSE
"224",2022-12-28 01:46:17,"1607900711324635138","RT @CodeRedEarth: LEAD IPCC AUTHOR 
Julie put her body on the line &amp; was arrested
""Non-violent civil disobedience is very important because…",144,89,0,"en","Jessica ❤️","jessicawins",2531,2543,"San Francisco Bay","Indigenous Person, global warming lookout, anti-capitalist, Anti-Empire, Native to Texas & N.E. Mexico. #Karankawa #Anasazi #LipanApache #Comanche #Apache",FALSE
"225",2022-12-28 01:44:42,"1607900314174357505","So it’s 57 degrees Fahrenheit in southern Florida right now. So much for global warming. How do you know when you’re wrong? When you have to keep renaming your theories. #globalwarming #ClimateChange.",200,0,1,"en","Andey Randead 📫","AndeyR",6539,228,"Michigan","Jofi J replacement.",FALSE
"226",2022-12-28 01:44:18,"1607900210201518080","It's predicted that we will go thru intense natural disasters prior to the 2nd coming. But we have the power to lessen the Earth’s curse. We can sanctify the Earth by turning from our wrongdoings and pledging our lives to God.

https://t.co/FrDLSei3Xt
#climatechange https://t.co/xnn7uynYLl",266,0,0,"en","Author Bill Wylson","BillWylson",2474,4723,"","On battlefields from here to Barcelona, I am listed with the enemies of love.
L. Cohen",FALSE
"227",2022-12-28 01:44:03,"1607900148280991744","every single mornng of every single day https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToryBritain #twitter🐦",130,0,0,"en","wild blue thistle","wildbluethistle",3265,1369,"","#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut",FALSE
"228",2022-12-28 01:43:38,"1607900044472225794","@BlakGreenRed @Chris_Palko_ @Christo48325726 @MRobertsQLD So tell me, does #climatechange cause more rain or less rain?",119,0,1,"en","Raffles the Gentleman Thug","ThugRaffles",1083,2228,"","I have had a plenitude of this ordure.",FALSE
"229",2022-12-28 01:43:15,"1607899948665765889","RT @IUCN: We already have a powerful and cost-effective way to combat #ClimateChange.

#NaturebasedSolutions can provide over a third of th…",140,20,0,"en","Edgar Islas Calderón, DVM","edgarisca",460,199,"Distrito Federal, México","Consultant for Animal Health sector | Animal Welfare | Anthrozoology",FALSE
"230",2022-12-28 01:43:02,"1607899893594464256","RT @HavaClimate: New Climate News: 

Missing link in climate reconstuctions, also helps explain early evolution of life -- ScienceDaily

#c…",140,1,0,"en","Climate Change Dummies","climate_fact",2070,0,"","Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",FALSE
"231",2022-12-28 01:43:01,"1607899886887878658","New Climate News: 

Missing link in climate reconstuctions, also helps explain early evolution of life -- ScienceDaily

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
https://t.co/6B2L5Vy8qe",254,1,0,"en","HAVA Climate Solutions","HavaClimate",88,552,"Solana Blockchain","A climate impact organization.",FALSE
"232",2022-12-28 01:42:58,"1607899875643121664","⁦@NGRSenate⁩ : We Need Global Climate Action #Climatechange #Health  https://t.co/uIFLlEFz26 https://t.co/MVnvGwNteY",92,0,0,"en","Emmanuel I Benyeogor","EIBenyeogor",1062,2185,"Abuja, Nigeria","DrPH student | JICA Scholar | Planetary Health | Epidemiologist | PHEOC @NCDCgov #AMR Fellow @FlemingFund",FALSE
"233",2022-12-28 01:42:26,"1607899742536716290","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","ClaireDeLune🌻","ClaireLum",3806,4993," Eden","Northern English 👩🏻‍🦰 Citizen of Europe ⭐️ Globally Educated 🌏 Passionate Environmentalist 🌳Social Justice & Equality ⚖️ Idiots muted 💋#FBPE #Rejoin #GTTO",FALSE
"234",2022-12-28 01:42:20,"1607899716045398019","@only2_genders__ @smudge_green @EndWokeness @GretaThunberg @MichaelEMann @KHayhoe When you deny climate change, you become a troll to the future of our planet.. #ClimateChange #environment",188,0,1,"en","Paulo Llanito","PauloLlanito",14,118,"","Gibraltarian 🪨 Vegan 🐮 Eco Warrior 🌍 Pro Cycling 🚲 Anti  Cars 🚫 Passionate about the environment and making a positive difference.",FALSE
"235",2022-12-28 01:42:02,"1607899643043528707","RT @ScienceNotDogma: Here's a list #globalwarming #climatechange myths, sorted by popularity vs what #science says (w/ details). You can al…",140,6,0,"en","sean Milton","seanMil54508104",775,766,"Wilmington NC","Managing a b&b in a southern NC town, love watching the stars, playing board games",FALSE
"236",2022-12-28 01:41:45,"1607899571040002050","RT @ScienceNotDogma: Vocal #DenialMachine accounts like this are why I'm staying on Twitter.🤨

They spread #disinformation 24/7 on the #Cli…",140,11,0,"en","sean Milton","seanMil54508104",775,766,"Wilmington NC","Managing a b&b in a southern NC town, love watching the stars, playing board games",FALSE
"237",2022-12-28 01:39:57,"1607899118592053249","RT @wildbluethistle: Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToriesOut",123,2,0,"en","Andrea","Eco1stArt",7464,591,"USA","Featuring the most stunning eco friendly items on the planet: fine art, furniture, jewelry & apparel.Connecting ecological & innovative artists worldwide.",FALSE
"238",2022-12-28 01:39:56,"1607899113340764160","RT @citizensclimate: Some good points here from @lindsey_baxter at @cleanaircatf about the need to continue making progress on #ClimateChan…",140,25,0,"en","CCL Bethesda/Chevy Chase","CCL_BCC",711,1237,"Bethesda, MD","Citizens Climate Lobby Chapter for Bethesda and Chevy Chase, MD #ActOnClimate",FALSE
"239",2022-12-28 01:39:44,"1607899061407076352","RT @BrianMcHugh2011: The 10 most expensive storms, floods and droughts in 2022 each cost at least $3bn (£2.5bn) in a “devastating” year on…",139,48,0,"en","Naveen 🌍🍌 #boycottconsumerseason","navin391",1306,4994,"stolen nissequoque land","(mostly WFPB)Ⓥ est.16/11/2018
Marxist #BLM #consumerismkills #PalmOilNOTvegan #MMT
econ& IR degrees(kind of why I like this app) I rt A LOT
he/him 
356ppm",FALSE
"240",2022-12-28 01:35:25,"1607897977540026371","RT @AnimalWelfareIE: 💔 There has been a sharp decline in #polarbear numbers around #HudsonBay  #Canada  - particularly of females and cubs.…",140,5,0,"en","rsarhh","rsarhhh",2735,4578,"","Voice & echo of voiceless.           Retweets for @Dragofix & his following.",FALSE
"241",2022-12-28 01:35:13,"1607897926034128897","According to Kathy Hochul the looting in NY was caused by #climatechange. No. Caused by cashless bail. Where was she during the blizzard of 77? If she was in New York she was snowbound from FEET of snow! The climate changes EVERY YEAR. It’s called weather and it always changes. https://t.co/sW2ODwpE0u",278,1,0,"en","Donna Falcone","D_Z_Falcone",67,132,"United States of America","#Lyme Disease lead me to art. My story in the link. 👇 God is good.❤️",FALSE
"242",2022-12-28 01:34:56,"1607897856219938818","Crazy flooding all around the north end. Homes on Lake Ballinger are now in Lake Ballinger. 

#ClimateChange #PNW #Shoreline #LakeForestPark #Seattle #Edmonds #MountlakeTerrace",176,0,0,"en","Kirsten L. Schneider","leaferi",2645,3115,"Greater Seattle, WA, USA.","Nature at night, cars are not people, lover of law—not lawyers, agency & self-determination are essential to democracy and rule of law.",FALSE
"243",2022-12-28 01:34:46,"1607897811823067139","RT @citizensclimate: Very hopeful piece from @leahstokes in the NYT suggesting we may have finally reached a pivotal point in kicking our f…",140,17,0,"en","CCL Bethesda/Chevy Chase","CCL_BCC",711,1237,"Bethesda, MD","Citizens Climate Lobby Chapter for Bethesda and Chevy Chase, MD #ActOnClimate",FALSE
"244",2022-12-28 01:34:44,"1607897803778293760","Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToriesOut",102,2,0,"en","wild blue thistle","wildbluethistle",3265,1369,"","#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut",FALSE
"245",2022-12-28 01:34:37,"1607897773331865602","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","RCGD Global","RCGDGlobal",25,26,"","Women-led change-making organisation championing global cultural sustainability. Founder @SuzyMusing CEO @IAm_Samata | Home of @redcarpetgreend",FALSE
"246",2022-12-28 01:34:35,"1607897767938064389","Melting point. https://t.co/Gl8ZUwqDW8 #art #artist #artist #artonline #digitalart #photographicart #photography #graphic #artgallery #artbook #LimitedEdition #onlineartgallery 5 #JohnsonTheCorruptPM #ClimateChange",214,0,0,"en","scarlet monahan","scarletmonahan",302030,23789,"United Kingdom","looking in-looking on,
making art, still trying to work out the difference between a smile & a grin
#sculptor #artist #poet #women #Satire #writer #animation",FALSE
"247",2022-12-28 01:33:58,"1607897610232410113","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","The Bird Emergency - Grant the Bird Nerd","birdemergency",2978,5000,"Melbourne, Wurundjeri land","Host of The Bird Emergency pod and streams about bird conservation, research. #Climactivist #biodiversity(Sometimes sweary) Get involved. Save birds!",FALSE
"248",2022-12-28 01:33:56,"1607897603899019264","Why did 30 people die in Buffalo, NY from the recent Winter blizzard? 

We know climate change is here and happening today; but why weren't we more prepared for the storm that brought low temps, high winds, &amp; up to 4 feet of snow? 
#climate #climatechange
https://t.co/ZZlu8gVSo9",283,0,0,"en","Free Press Forever","_Free_Press",5032,5124,"United States","Award Winning Journalist | Truth Seeker | Lie Slayer | Defending Democracy Daily | Appreciate a Follow 
Interests: #BreakingNews #Breaking #Ukraine #Russia #USA",FALSE
"249",2022-12-28 01:33:56,"1607897602028093440","RT @UKinVietnam: 1/2 Leaders from 🇻🇳,🇬🇧&amp; 🇪🇺 have just announced an ambitious new 🇻🇳 Just Energy Transition Partnership #JETP. PM @RishiSuna…",144,36,0,"en","Patrick Lubin, née á fort liberté derac fils Futur","Patricklubin20",0,586,"","Les amies de la chine🇨🇳🤝🇭🇹Haiti💌
nous sommes tous pour une économie socialiste  dans le monde🌎 et nous voulons  un monde de paix et du prosperité #GS",FALSE
"250",2022-12-28 01:33:40,"1607897537461030912","RT @AbioticStress: Review by @Ale_Raza6 @SiDDMaliCk @atikurbt @faissalsaeed @tandfonline @TandF_Africa

✔️#Melatonin-mediated #temperature…",139,18,0,"en","AgroInsights ","AgroInsights",140,138,"","Your agricultural tech tweets. Focused on high tech, sustainability and innovation.

🌎 🌍 🌏",FALSE
"251",2022-12-28 01:33:25,"1607897473900777472","#NSTworld The planet currently remains off track from an ambition set by the Paris climate accord in 2015 to limit warming to 1.5 degrees Celsius above pre-industrial levels to avoid the worst effects of climate change.

#ClimateChange #NewNormal 

https://t.co/v62edm1T2v",272,0,1,"en","New Straits Times","NST_Online",806208,436,"Malaysia","News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/Lnfynaunaf",TRUE
"252",2022-12-28 01:33:06,"1607897394565505025","@kniterati Weather is changing. #Elliott is an example, but only a taste of what is to come. #ClimateChange is real. #ClimateAction  is needed now, because this is a #ClimateCrisis.",181,0,1,"en","Bonnie Wright","Bonnie4Salem",1027,1125,"Salem, NH","Married to Mr. Wright. Former Candidate: NH House Rockingham 25. Chair #SalemNH ZBA. Secretary, Salem Charter Commission. Proud Democrat.",FALSE
"253",2022-12-28 01:33:02,"1607897378513903616","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Meredith Stanton","CloudsCreek",4182,4970,"Clouds Creek, NSW, Australia","Native forest, habitat for endangered wildlife and koalas. Over-logging, & now mining threatens Clarence River Catchments. 
Bushfire survivor.",FALSE
"254",2022-12-28 01:32:35,"1607897265212891136","RT @josephm68340511: @CleanAirMoms #climatechange
The Impact of Baltimore's Light Rail on the Existing Land Use,"" (Howard Street Corridor)…",139,4,0,"en","joseph mcduffie","josephm68340511",121,158,"","Landscape Architecture",FALSE
"255",2022-12-28 01:31:48,"1607897064716869633","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","Isabel Hilton","isabelhilton",8904,1008,"","founder and senior advisor, https://t.co/S8jKEUvmhk. The usual disclaimer -- opinions were once my own. retweeting not necessarily endorsement",FALSE
"256",2022-12-28 01:30:46,"1607896807216148480","RT @ESAEcology: Now out in @ESAEcology:

Mutualisms in a warming world: How increased temperatures affect the outcomes of multimutualist in…",140,62,0,"en","Tatiana Arias  艾也也","TatianaAriasGar",3007,4572,"Sarasota, FL","Research botanist @SelbyGardens working on Neotropical Orchids • Colombiana 🇨🇴🇨🇴 #viewsmyown",FALSE
"257",2022-12-28 01:30:35,"1607896757916274688","RT @CGTNOfficial: The polar bear population in the Canada's western Hudson Bay fell 27 percent in just five years, a government report foun…",140,13,0,"en","Tan Kah Woei","kw50197",115,40,"Malaysia","",FALSE
"258",2022-12-28 01:30:09,"1607896649216720896","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","Ferdi Magellan @FerdiMagellan@aus.social","ferdimagellan2",1837,3818,"","If it weren’t for the greed of a few there would be plenty for all. Land, air, water. Anti-fascist.",FALSE
"259",2022-12-28 01:29:58,"1607896604689969154","RT @NEI: We know #nuclear helps reduce greenhouse gas emissions and protect our earth, shielding us from the worst effects of #climatechang…",140,12,0,"en","NeutronTech","NeutrontechO",178,338,"Finland","We are  org. to give the R&D update of neutronic solutions (neutron source  based compact products)  for societal, industrial and  scientific challenges.",FALSE
"260",2022-12-28 01:29:25,"1607896465954983936","Destroying others is hurting 
yourself

#Climatechange 

:kt https://t.co/h3jtIiafFt",60,0,0,"en","||||||Energy Cop.","Energylabs01",11,161,"","• E SPACE CO.,Ltd.

• Startup Energy 

• Climate Research 

• Electron shooter  • Space fans


                                  🍭


•light the is Everything",FALSE
"261",2022-12-28 01:29:22,"1607896453133008896","RT @IPCC_CH: We are already experiencing the impacts of a 1.1°C (2°F) warmer world.

The impacts of #climatechange are disrupting the lives…",140,83,0,"en","Sangeeta Saha","sahasangeeta85",40,135,"Kolkata ","Member of NGO ANAVI,need 90%more greenery in India,to control pollution and climate change",FALSE
"262",2022-12-28 01:29:18,"1607896438167732225","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","ROBERT TOANE","rtoane",372,2567,"EDMONTON, CANADA","",FALSE
"263",2022-12-28 01:28:02,"1607896117752233984","RT @MikeHudema: Here is a 90 second video summary of climate change since 1850. Notice a pattern?

Time to treat #climatechange like the #c…",140,1891,0,"en","AMMC.7","An2Cr2ll27",78,197,"on Earth! ","Environmental and public health practitioner seeking sustainable solutions within everyone's reach!
[Bee@  http://t.co/LKBckIsl1z ]",FALSE
"264",2022-12-28 01:27:41,"1607896031047327745","RT @BryanDawsonUSA: Republicans, everywhere, right now, are confused by the difference between climate and weather.

This should help:
🔹Wea…",140,59,0,"en","Maskup☮😷💉🗽🌈🌊🇺🇲🇺🇦","maskwash2",941,1983,"Florida, USA","Retired hospice RN/Adj prof. Pro mask & vax. Rx gratitude. Snark is therapy too. 🌊True Blue🌊 No DM's",FALSE
"265",2022-12-28 01:27:41,"1607896029235679232","@GovKathyHochul Good job. Crime in 6' snow &amp; instead of dealing with #criminals, you're talking about the #BIGLIE #CLIMATECHANGE. The go-to when you have no answers for problems you cause. If you can't stop a looter in your own state who thinks you can fix the globe LOL laughable",284,0,0,"en","Joanne M.","JoanneMeurer",1212,2348,"New York City","Founder, ReInvent Strategies, Inc. Entrepreneur, #MarketingConsultant, #CreativeDirector.  In my spare time, Photo Enthusiast who Loves Life's Little Challenges",FALSE
"266",2022-12-28 01:27:32,"1607895992615030785","RT @MikeHudema: Tiny urban forests can help #rewild urban settings and fight #climatechange. The brainchild of the Japanese botanist Miyawa…",140,596,0,"en","ÉireannachTharLear.com","eiretharlear",1187,2706,"Planet Earth","ETL is a website that promotes alternative ways of thinking about a range of global, socio-economic, political, health and environmental issues. #VoteGreen",FALSE
"267",2022-12-28 01:26:50,"1607895815770763265","RT @CyberDigitalTec: Kenyan insurer Pula offers lifeline to African farmers hit by climate change https://t.co/sU0z23ODpg #Africa #ClimateC…",140,2,0,"en","Edwin Lee","edwinstifler",50,148,"","",FALSE
