"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","location","description","verified","default_profile"
"2268","RT @cariclimjustice: What are you going to do about climate change in 2023? The world as we know it will soon cease to exist. 

Now, more t…",140,9,0,"en",523,1081,NA,"Toronto, Canada","Aanii, Boozhoo --- Sports, art, music & politics drive me. My Clubs: Dodgers, Jays, AZ Cards, Leafs, Raptors, LUFC & Benfica...MNO (McLeod/Polson)...Miigwech.",FALSE,FALSE
"2269","RT @MidoriPaxton: To address the dual challenges of #biodiversity loss and #climatechange we need solutions that work #ForPeopleForPlanet.…",139,20,0,"en",144,218,NA,"London, UK","An Award Winning Small Management Consultancy Company -  https://t.co/XWDOWfHusR",FALSE,TRUE
"2270","#humansforclimate ..... ""DISHA RAVI""
The 22-year old is an outspoken activist for taking concrete actions for environmental conservation. Ravi co-founded the Fridays For Future movement in india🌏❤️
#disharavi #climatechange  #changemaker #change #Trending
@disharavii https://t.co/ruCwle7H82",267,1,6,"en",551,242,"https://t.co/jaMWxsUTmL","India","The Climate Agenda is a part of a global movement which focuses on methods to protect the environment.",FALSE,TRUE
"2271","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",2289,3658,NA,"🇨🇦","No Vaccine Passports",FALSE,TRUE
"2272","RT @exposetobacco: #ICYMI @mongabay reports on #tobacco harm 'from farm to fingertip,' inc. impact on 5 critical planetary boundaries:
➡️Ea…",140,5,0,"en",154,144,"https://t.co/4FgZUmiZcA","Islamabad, Pakistan","Pakistan's leading tobacco control (TC) coalition working for implementation of Framework Convention on TC in Pakistan since 2007. Also, houses NCDA-Pak.",FALSE,FALSE
"2273","RT @martin_roskruge: #Kenya's Iconic #Wildebeest #Migration Suffers #Disruptions Amid #ClimateChange. | @WillsAfricaTour #Tanzania #safari…",139,3,0,"en",129,456,"https://t.co/9PrFNK9VYx","Kampala-Uganda","wills africa tours and safaris offers wildlife safaris,airport pickups,Team building, car hire, honeymoons and wedding reception. For inquiries; +256 772431302",FALSE,TRUE
"2274","Take a look at what analysts are predicting for 2023, and weigh in against the experts about which #globalrisk events are likely to come to pass in the coming year, from economic #recession and #politicalrisk to #climatechange and #crypto. 
https://t.co/GHDASvGa7q",264,1,1,"en",2067,2912,"https://t.co/kfMlYqPDpW","Washington, DC","An independent and certified MBE insurance brokerage and risk advisory firm. Licensed in 50 states/D.C./P.R., we help clients across the full spectrum of risk.",FALSE,FALSE
"2275","RT @martin_roskruge: #Kenya's Iconic #Wildebeest #Migration Suffers #Disruptions Amid #ClimateChange. | @WillsAfricaTour #Tanzania #safari…",139,3,0,"en",1061,0,NA,"Dar Es Salaam","Retweet everything Tanzania (parodi)",FALSE,TRUE
"2276","Canada’s intense snowstorms can be linked to climate change, scientists say. What to know:

https://t.co/HuiFgzkq8n

#Canada #snowstorm #climatechange",150,0,0,"en",630,819,"https://t.co/9PFRnAIGC9","Toronto, Ontario, Canada","Insurtech co-founder, investor, insurance executive, advisor, two-time Ironman finisher, volunteer, fundraiser for early stage ventures and community causes",FALSE,TRUE
"2277","#Kenya's Iconic #Wildebeest #Migration Suffers #Disruptions Amid #ClimateChange. | @WillsAfricaTour #Tanzania #safari #travel #wildlife https://t.co/XFidS7WewK",159,3,4,"en",9044,7147,NA,"","Keen traveller, amateur photographer, aspiring blogger, avid reader, marathon runner & tennis player. I love sharing good content! Kernow, UK.",FALSE,TRUE
"2278","North wind's wont
snow blown from the eaves
drifts below
#haiku #climatechange",78,0,0,"en",21,114,NA,"Minnesota, USA","International man of mystery",FALSE,TRUE
"2279","RT @cariclimjustice: What are you going to do about climate change in 2023? The world as we know it will soon cease to exist. 

Now, more t…",140,9,0,"en",55685,53906,NA,"London, UK","Director, @ICCCAD and Senior Associate @IIED. Work on adaptation to climate change. Views presented are my own.",FALSE,TRUE
"2280","RT @PCarterClimate: ATMOSPHERIC CO2 AT 420 ppm, HIGHEST IN OVER 4 MILLION Yrs 
NOAA puts this highest in 4.1 - 4.5 million years
IPCC AR6 6…",140,188,0,"en",1682,99,NA,"Belfast","Editor-in-chief, Social Europe. Expert adviser to the Council of Europe on intercultural integration. Footballer and foodie.",FALSE,TRUE
"2281","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",43,103,NA,"","I'm interested in researching the lack of access to health care in the US. Specifically, how it affects individuals/families in our tri-state area.",FALSE,TRUE
"2282","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",144,218,NA,"London, UK","An Award Winning Small Management Consultancy Company -  https://t.co/XWDOWfHusR",FALSE,TRUE
"2283","It's like humanity watching #climatechange. https://t.co/NGx6tXCgxR",43,0,2,"en",1723,3086,NA,"Elverum, Hedmark, Norge","Systemutvikler og informasjonsflytnerd. Liberalist og humanist. @dagb alter ego. #taekwondo instruktør hos @beakmataekwondo",FALSE,FALSE
"2284","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",367,281,NA,"","",FALSE,TRUE
"2285","#ClimateLockDown has started in #EU #Wales will be next #WEF #Lockdown for #climatechange 
https://t.co/RHJWkiW5Ba",114,0,0,"en",175,547,NA,"","#GOD #Respect #Truth #Guns #Constitution #Freedom Love my husband, my soul mate. We love our country, our Republic!",FALSE,TRUE
"2286","RT @water_witness: What are the big #water issues for communities in #Ethiopia? Pollution and #ClimateChange 
Hear all about it from our co…",140,1,0,"en",1045,4473,"https://t.co/mlusNfAOu7","Caerdydd","IT, Trustee of @water_witness & husband of @ArsenalAlys Ysgrifennydd @pccarcentral #antifa #FBIW Grandson of Wrexham player Billy https://t.co/oDkLbB7fUA",FALSE,TRUE
"2287","RT @EstrategiaRev: La extensión mundial del hielo marino ha disminuido un 6,14 % desde 1980. Un total de 23,37 millones de km2
#trueworld #…",140,9,0,"es",470,1680,NA,"México","Un día a la vez !!",FALSE,TRUE
"2288","7 straight days of rain. Who ordered this? And it's not even going to eliminate the drought. #climatechange #flooding #landslides #besafe #besmart #planahead https://t.co/zvRFfoA7Ze",181,0,0,"en",5032,4659,"https://t.co/Fal8BIStWb","Napa, CA","Astrologer, author, TV producer of Wine Country @Work' - COO of Amicis Winery Tours: (707) 235-2648 @lahni_ralph@mastodon.social https://t.co/Nh475gfh9v",FALSE,FALSE
"2289","Skiing is going downhill. #ClimateChange ⛰️⛷️ https://t.co/B0E35dXAPU",45,0,0,"en",227,374,NA,"Unlit Sublands","If I heard more than others, it's because I stood on the toes of dwarfs.",FALSE,TRUE
"2290","The U.S. Global Change Research Program, is looking for youth ages 13-17 to submit artwork related to the topic of climate, people, and nature. 
Submission deadline: January 27, 2023
For more info: https://t.co/eScJIOpZi9
#climatechange #climateaction https://t.co/S9kWq7taE8",251,1,1,"en",1521,778,"https://t.co/OspBUHLlKl","Waltham, MA","The #NSFfunded #STEM Learning & Research Center helps to support STEM and CS education projects. Tweets do not necessarily reflect the views of the NSF.",FALSE,FALSE
"2291","RT @EcoGreenSpirit: 99% of plastic is made from fossil fuels, and is a product of the oil and gas industry. Originating as fossil fuels, pl…",140,2,0,"en",1037,991,NA,"Jasper, Alabama","Teach kindergarten in public school. RnH and DnA fan since the 1980's and a new DAYS FAN. NO DM",FALSE,TRUE
"2292","✨ New #Operations opportunity:
 
💼 Category Manager at
🍀 Stem @stempowered
📍 Remote, United States
 
Apply now!
 
#ClimateChange #ClimateJobs #Decarbonise 

https://t.co/NRPcJRCPut",180,1,1,"en",353,264,"https://t.co/3WlvXbn55V","Find your next Opportunity 👉","#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",FALSE,TRUE
"2293","RT @SWP_Global: Which issues will shape international climate policy in 2023? Which challenges should Germany focus on in its climate diplo…",140,3,0,"en",703,775,"https://t.co/vpYsbsI724","","Research Associate @SWPBerlin @UUCopernicus @CDRmare | Cordinator @ESG_Climate Carbon Removal Working Group | marine carbon removal/climate governance",FALSE,TRUE
"2294","RT @PCarterClimate: ATMOSPHERIC CO2 HITS 420 ppm (NASA GISS)
Atmospheric CO2 increase faster than ever. The human race cannot survive this…",139,781,0,"en",6,55,NA,"","",FALSE,TRUE
"2295","RT @PCarterClimate: OCEAN WARMING THREATENS FUTURE 
OF LIFE ON EARTH
Clearer image global effects of ocean warming
#ocean #globalwarming #c…",140,99,0,"en",264,400,NA,"","",FALSE,TRUE
"2296","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",780,3002,NA,"planet earth #wehaveNoPlanetB","Nature lover. Animal Lover. Ocean Lover. Music Lover. Artist 4 peace  love & the planet 🌎 You may say I'm a dreamer but I'm not the only one ☮💚🌻✌🌎",FALSE,FALSE
"2297","RT @PCarterClimate: ATMOSPHERIC CO2 AT 420 ppm, HIGHEST IN OVER 4 MILLION Yrs 
NOAA puts this highest in 4.1 - 4.5 million years
IPCC AR6 6…",140,188,0,"en",780,3002,NA,"planet earth #wehaveNoPlanetB","Nature lover. Animal Lover. Ocean Lover. Music Lover. Artist 4 peace  love & the planet 🌎 You may say I'm a dreamer but I'm not the only one ☮💚🌻✌🌎",FALSE,FALSE
"2298","RT @PCarterClimate: ACCELERATING CATASTROPHIC OCEAN WARMING
Oceanic warming pervasive, surface to abyssal long-term trend accelerating.Decr…",140,113,0,"en",2763,1373,NA,"","気候変動、エネルギー供給について主につぶやきます。技術士(原子力・放射線部門)/第一種放射線取扱主任者/第3種電気主任技術者
趣味:ロードバイク/旅行/動物/地学 
なお、発信する情報は個人的なコメントであり所属する組織、団体とは関係ありません。",FALSE,FALSE
"2299","RT @WorldResources: How closely did you follow the news on #ClimateChange in 2022? Take our quiz to see how well you stack up. 📝 #NationalT…",140,9,0,"en",1762,2121,"https://t.co/874UJHtYTw","Pittsburgh, PA","@PittTweet’s Office of Sustainability #equity #environment #economy #Kale2Pitt #H2P 👨‍👩‍👧‍👦🌎🌇 ♻️🌱⚡️💦",FALSE,FALSE
"2300","RT @dietvorst: ""Very clearly, #cholera is a disease of poverty [because those] most at risk [...] don’t have access to safe #water and to b…",140,2,0,"en",91,318,NA,"Kathmandu","",FALSE,FALSE
"2301","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",530,340,NA,"","Libertarian, Veteran, First Nations.

Degrees in Native Studies minor in Political Science and Journalism.",FALSE,TRUE
"2302","RT @JoinIsmail: Without effective action, #ClimateChange will push more than 100 million people into poverty -&amp; half of this increase will…",143,37,0,"en",1056,1811,NA,"","Concerned about Environmental and social issues",FALSE,TRUE
"2303","RT @KentPage: Ensuring access to #QualityEducation is a sustainable, cost-effective way to improve societies' resilience to #ClimateChange.…",140,41,0,"en",170,807,"https://t.co/bZmvPjhkKZ","South Carolina, USA","Award-winning Filmmaker / Educator / Fill the Space: A Colletive Intelligence Method for the Future",FALSE,TRUE
"2304","RT @JoinIsmail: It’s simple: Drought is a precursor of hunger.

#ClimateChange should no longer ravage the land on which so many grow food…",139,19,0,"en",1056,1811,NA,"","Concerned about Environmental and social issues",FALSE,TRUE
"2305","@RomanPalacka Reminder, že Greta mala pravdu a všetci tu zomrieme 😐 #climatechange",82,0,2,"und",197,485,NA,"Bratislava","fanúšik vedy a techniky, dobrej hudby a ešte lepšieho vína",FALSE,FALSE
"2306","RT @IUCN: Did you know that over 11,000 animals, fungi and plants have #ClimateChange and severe weather listed as a threat on the IUCN Red…",140,48,0,"en",343,369,NA,"Bahrain","Science journalist  صحافي متخصص بالصحافة العلمية",FALSE,TRUE
"2307","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",428,356,NA,"","Outdoor enthusist living in Hockley Valley. Great things are done when men and mountains meet.",FALSE,TRUE
"2308","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",49,111,NA,"","",FALSE,TRUE
"2309","Last hurrah? UK protest group @XRebellionUK made known it will stop disruptive tactics e.g. blocking roads;
Yet also intends soon to bring 100K to London to surround Houses of Parliament while in session to personally press anti- #climatechange message https://t.co/wVaJJpd0Ch",276,0,0,"en",493,224,"https://t.co/8KEwjjSv4y","","Commentary on the European non-English-language press",FALSE,TRUE
"2310","RT @VinePsychic: Australian Natural Born #Spiritual #Seer - Vine is an Earth Seer passionate about saving our planet and its people from #c…",140,2,0,"en",2630,4265,"https://t.co/Fp6cKCStH4","Australia / International","Natural Born Psychic (spiritual medium) loved working in psychic reading field 37 years. Earth's spiritual health our responsibility!  Phone Psychic Readings",FALSE,FALSE
"2311","We have joined the Ecologi mission and are actively planting more trees and trying to reduce our carbon footprint! Find out more here: https://t.co/GXMAhUBCtF
#ecologi #climateprojects #climatechange #plantrees #oneplanet https://t.co/96T4Ctxkcv",221,0,0,"en",4083,2297,"https://t.co/Ny33tUWII7","London & Tunbridge Wells","Outsourced HR Services by CIPD qualified experts. 
https://t.co/BL9j85XCCt
https://t.co/RWbcMmL5u0
https://t.co/XI1gnuoMJN…
https://t.co/AnKNTTawDX",FALSE,FALSE
"2312","RT @Revelator_News: The Boreal Forests Have a Warning for Us #ClimateChange #forests #arctic #permafrost https://t.co/8poVjyUhDp",128,13,0,"en",264,814,NA,"New York, USA","There are but two parties now: traitors and patriots. And I want hereafter to be ranked with the latter. I'm also on Ma$+odon same @ as here @sfba.social",FALSE,TRUE
"2313","L'ho già detto da qualche altra parte, non c'é Estate se non c'é un buon Inverno.

I've already said it somewhere else, there is no Summer without a good Winter.
☀️❄️☘️🌱🙂
#climatechange 

https://t.co/pCnkr3eTVO",211,0,3,"it",702,608,"https://t.co/UbTGZHD9Jd","","🇮🇹🌈NSFW🔞 
Not my work. A collection of art and photos found on the web.
If anyone recognizes themselves and wants to be removed contact.",FALSE,TRUE
"2314","RT @UNESCO: #WorldHeritage glaciers are retreating at an accelerated rate because of #ClimateChange. They lose on average some 58 billion t…",140,139,0,"en",33,496,NA,"Cataluña, España","Som un planeta en una galàxia vaig entrar altres 100 milions de galàxia",FALSE,TRUE
"2315","Stopping the #ClimateCrisis will take a global effort, requiring hundreds of millions of #activists over the next few years to get involved in #ClimateAction.📈

Manmade #climatechange will affect everyone, so let's welcome anyone who wants to help: we're more effective together! https://t.co/To99StMfvj",279,1,4,"en",10982,10633,"https://t.co/S0FKl4HkFL","Canada","🌎Fighting #disinfo / #misinfo on the #ClimateCrisis, #vaccines and #Science.📚 #ClimateAction #BLM #COVID19😷☣️ He/Him",FALSE,TRUE
"2316","Results matter. 11/26 forecast for a -EPO for 12/17 was spot on. 12/16 most negative dip. -PNA also left town. The EPO reversal for afterwards was right. Positive by Christmas. Torch follows. Luck? Daily #SSPWIndex might be for sale ahead.  #Natgas #wxtwitter #Climatechange https://t.co/RIxZrSZhQd",274,0,3,"en",597,30,NA,"","Solar and long range forecaster",FALSE,TRUE
"2317","🛍️ Secondo @Confcommercio, quest’anno “saranno oltre 15 milioni le famiglie interessate dai #saldi, per un giro di affari di 4,7 miliardi di euro”.

Che sia online o in negozio, esiste un modo per acquistare senza alimentare il #climatechange?

https://t.co/6rSEZBCq7G",268,0,0,"it",141,481,"https://t.co/iz1v1zL5Pp","Roma, Lazio","Esploriamo gli scenari aperti dalla #tecnologia. Un flusso continuo di notizie, idee e storie, raccontato dalle nostre persone e per le persone. #ActivaTech",FALSE,FALSE
"2318","Vancouver-like weather in Quebec, and now this in Europe.  Climate change is here, and with it all the water that might have been snow or was ice. #ClimateChange #AgainsttheSeas, @dundurnpress  https://t.co/vxolr0qal7",217,1,2,"en",427,1035,"https://t.co/CHjDe23NOE","Montréal, Québec","Coming soon from Dundurn Press, Against the Seas: Saving Civilizations from Rising Waters.  It's Mary's 18th book!",FALSE,TRUE
"2319","RT @JohnGandalf: @GretaThunberg #ClimateChange #GlobalWarming #SaveAnimals #SaveThePlanet https://t.co/HsNNQo7EUD",113,174,0,"und",1083,32,NA,"Mielec, Polska","Nowe konto ( stare zawieszone - dlaczego ? )
New account ( old ones suspented - why ? )
Photo -   New account 17 XI 2022 year - POLAND
.
.
.",FALSE,TRUE
"2320","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",1357,317,NA,"BackYard","Straight up Honesty, Decency and Morals
Love Video Games",FALSE,TRUE
"2321","RT @WorldResources: How closely did you follow the news on #ClimateChange in 2022? Take our quiz to see how well you stack up. 📝 #NationalT…",140,9,0,"en",53491,34577,"https://t.co/PWzRGUmzDq","England, United Kingdom","Climate Justice Advocate | Exec Coordinator @AYICC @ClimateWed | Social Media Consultant @AfDB_Group | Youth FP @GEF_SGP 🇳🇬 | Fellow @atlascorps @StateIVLP 🌱",FALSE,FALSE
"2322","RT @ECOWARRIORSS: #Climatechange solutions 
Electrify everything
Renewable wind solar geothermal biomass
Build continent-scale electrical g…",140,3985,0,"en",2274,2224,NA,"Practicing Social Distancing","A Change Is Gonna Come",FALSE,FALSE
"2323","Being a responsible business: Getting to Net Zero by 2040 - read Elsevier's Climate Action report. We ensure that science is heard and acted upon by the right people. 
#netzero #climatechange #elsevier #climateaction 

 https://t.co/bkRvRTW5cj https://t.co/BDSO3lNoAq",243,0,0,"en",14,43,NA,"Almere","",FALSE,TRUE
"2324","RT @WorldResources: How closely did you follow the news on #ClimateChange in 2022? Take our quiz to see how well you stack up. 📝 #NationalT…",140,9,0,"en",72264,15106,"https://t.co/ekxtw2gUcb","International","Advancing transformative climate solutions. Analysis, insight, and research on climate change from WRI Climate at @WorldResources.",FALSE,FALSE
"2325","Megapower’s installation of an off grid solar system producing 62kWh for 62 chicken farms in 2016 has proven to be effective in energy sustainability. 
Solar is the right investment for your facility and we are here to ensure that.
#solarenergy #greenkenya #climatechange #nairobi https://t.co/8nfaCAX6ZG",280,1,6,"en",740,2009,"https://t.co/7m58KCKXSB","Milton Keynes","Megapower Global is a leading UK-based renewable energy company offering a complete suite of renewable energy solutions. Our niche is in Solar Energy Systems. A",FALSE,TRUE
"2326","RT @neilrkaye: In the UK, 2022 was the warmest year on record, this #dataviz shows annual average temperatures since 1884 and demonstrates…",139,39,0,"en",1739,1123,NA,"London","civil engineer, problem solver and raconteur ;-) All views my own",FALSE,TRUE
"2327","RT @WaterAidUK: Did you know @NASA has launched a new satellite to monitor the Earth's water? 🚀💧

It'll give insights into how #ClimateChan…",140,3,0,"en",3474,2456,"https://t.co/aNe9LeZ3xL","Boston","Linking the drops of knowledge to form a stream of WASH info: WATSAN, Sanitation, Water, Hygiene, Global Health, SDG6 https://t.co/9TuaKPrTyt",FALSE,FALSE
"2328","RT @PCarterClimate: TRACE SHOWS 2021 METHANE SOURCES 
The Climate Trace 2021 human pinpointed sources methane emissions. Emissions are wide…",140,19,0,"en",426,693,"https://t.co/uIvBxpZvgz","Abbeyshrule, Longford, Ireland","Web Developer, Part-time Lecturer in TUS Athlone.",FALSE,TRUE
"2329","Sven’s Solar News Today:

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/b0d4tdrJW7",214,0,1,"sv",889,994,"https://t.co/atjXpYNOaz","Netherlands","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE,TRUE
"2330","How closely did you follow the news on #ClimateChange in 2022? Take our quiz to see how well you stack up. 📝 #NationalTriviaDay https://t.co/gEuGrbYzqx",151,9,20,"en",198424,16665,"https://t.co/TnjURy20HM","AFR BRA CHN EUR IND IDN MEX USA","Addressing earth’s biggest challenges in food, forests, water, ocean, cities, energy and climate through business, equity, economics and finance.",TRUE,FALSE
"2331","Climate change is dissolving the border. 
#BorderCrisis #Climatechange #Acidrain #Border #USA #Canada #RoxhamRoad https://t.co/BNS0lfROdG",113,0,0,"en",29,193,NA,"","Filmaker and Artist.",FALSE,TRUE
"2332","Flashback to our panel on Institutional Climate &amp; Sustainability as we get ready for yet another International Technology Summit in March 2023. Stay tuned for registration details!

#sustainability #blockchain #technology #climatechange #innovation https://t.co/szy0R7iWdF",252,0,0,"en",212,860,NA,"Bermuda","Trusted emerging technology consultants | On a mission to help strategic stakeholders transform the world's economy through blockchain-based innovations",FALSE,TRUE
"2333","RT @Win_Li1: Julia Hartley-Brewer claims she knew Tate was a misogynist when she put out an ableist tweet against Greta Thunberg.

JHB's #C…",140,4,0,"en",94,1850,NA,"","",FALSE,TRUE
"2334","RT @FrasierHarry: Berlin’s universities go almost #meatfree as students prioritise the planet and the climate.
#vegan #veganuary #plantbase…",140,48,0,"en",288,515,NA,"Mars","Stop #fossilfuels, #bigagro! #Boycott4Wildlife #JustStopOil Don't forget to forget those who forgot you! #SaveParadiseForests #degrowth #CivilDisobedience",FALSE,FALSE
"2335","RT @D_D_Pace: Policymakers emphasize the role of information about CO2 emissions in combating #ClimateChange.

But by how much does such in…",140,18,0,"en",62,271,NA,"","PhD student in cognitive science @ENS_ULM studying psychology and climate change. Mastodon: @AuroreGrandin@piaille.fr",FALSE,TRUE
"2336","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",1011,2325,NA,"Commonwealth of the West ","International business development professional. Now retired unlicensed stray old fart. Former Canadian Foreign Service Officer. Lives in God's country.",FALSE,TRUE
"2337","88% of travel industry professionals see addressing #ClimateChange as the top priority for action. What does this mean for #restaurants and #BusinessDining? Learn more in ours and @technomic's Q4 State of Business Dining Report. https://t.co/KqRefsIYaa",228,0,0,"en",410,260,"https://t.co/HmmyhlXStb","Atlanta, GA","We nourish connections to create value: for restaurants, companies and the business people we serve every day. #forksout",FALSE,FALSE
"2338","Happy New Year from Think 2044! Let's promote afforestation and conservation, let's take collective action this year.  #HappyNewYear #ClimateChange https://t.co/hdxca3Hm69",147,0,5,"en",81,30,NA,"","",FALSE,TRUE
"2339","Our latest survey with @NanosResearch asked if Canadians thought now is the best time to be ambitious in addressing #climatechange, even if there are costs to the economy. 

Find out what proportions say yes vs. no and the reasons behind their views – https://t.co/QCUJRQ6nq9 https://t.co/I4sEdCBIWS",275,0,1,"en",872,579,"https://t.co/wR75wAe6vP","University of Ottawa","Positive Energy seeks to strengthen public confidence in Canadian energy policy, regulation and decision-making through evidence-based research and engagement.",FALSE,FALSE
"2340","🚨🚨🚨 ""...this year the @IPCC_CH identified a link between #ClimateChange and violence, citing the growing evidence that extreme weather events are driving #DomesticViolence, with global implications for public health and gender equality."" https://t.co/TriFqOEZDj",261,0,0,"en",2495,3756,"https://t.co/SQD9YfqoWX","Boston, MA","(she/her) @YouthBuildUSA comms. AmeriCorps VISTA alum. Black lives matter. who is not at the table, esp if I am? who is we? who is they? also, I ❤️ WI 🧀",FALSE,FALSE
"2341","RT @wariojwario: #ClimateChange has endangered the flora &amp; fauna of #MarsabitForest. Lakes &amp; water points in the forest are being filled up…",148,1,0,"en",30,148,NA,"","Author & Motivation Speaker.
A Youth Leader & a Maritime Manager.",FALSE,TRUE
"2342","RT @EstrategiaRev: La extensión mundial del hielo marino ha disminuido un 6,14 % desde 1980. Un total de 23,37 millones de km2
#trueworld #…",140,9,0,"es",9038,136,"https://t.co/MPUGYBnxNz","México","Fotógrafo|Historiador. Mejor #Educación y #ServicioPúblico. Serví a México en la Marina. CIDE. Tengo 8 perros. #SoyScout #MejorCiudadanía #DiálogoCivilMilitar",FALSE,TRUE
"2343","RT @TravelTomorrowX: Is metaverse Tuvalu’s future?
@Simon_Kofe @Tuvalu_MJCFA @goodwinhj #climatechange #climateaction #metaverse #emissions…",140,1,0,"lt",234,420,"https://t.co/F5NYw3D5vh","Brussels, Belgium","In the fast-paced world of today, we are here to help you succeed.",FALSE,FALSE
"2344","RT @UNBiodiversity: Ambitious targets for protected &amp; conserved areas will:

✅help end nature loss
✅improve food &amp; water security
✅tackle #…",148,27,0,"en",25,366,"https://t.co/QDOKEXnvxj","Tampa, FL","@ucla alum | Tripleplay ACZ 🚹♻️📌 | @Deloitte Consultant | fmr SF Giants ⚾️ | Ventura, CA native | tweeting ESG stuff. All views my own #climateoptimist",FALSE,TRUE
"2345","RT @jamesvgingerich: These #Drones are helping fight #ClimateChange through reforestation.  (Mashable) #Environment https://t.co/3UhlnGR3rm",139,6,0,"en",1843,3210,NA,"Barcelona, España","Escritor de futuro creativo emprendiendo cooperativamente en red la reescritura del destino de la humanidad, propio, de humanos y no humanos. #revelde",FALSE,TRUE
"2346","""The comparison of temperature versus heat is a little like this jalapeño versus habanero, but more extreme... If a chili hot enough to meet such a comparison did exist, it would be instantaneously lethal."" - @MeadowsC4Water #txwater #climatechange
https://t.co/WIFqGtwa6x",272,1,1,"en",1601,353,"http://t.co/AqnxZ0xi2i","Texas Hill Country","Non-profit organization working to protect the natural resources & unique heritage of the Texas Hill Country. #Im4HillCountry",FALSE,FALSE
"2347","RT @mindingottawa: .@EnvironmentCa says lightbulbs endorsed by cabinet &amp; @DavidSuzuki as good for #ClimateChange will be banned within the…",143,496,0,"en",77,366,NA,"","REALTOR® with a passion for our towns, our provinces and our country. Views are my own. Retweets do not constitute endorsement.",FALSE,TRUE
"2348","RT @mindingottawa: DOCUMENTS: Canada has so many #PolarBears they're a nuisance, says federal report contradicting @CathMckenna claims #Cli…",140,680,0,"en",305,558,NA,"","",FALSE,TRUE
"2349","RT @D_D_Pace: Policymakers emphasize the role of information about CO2 emissions in combating #ClimateChange.

But by how much does such in…",140,18,0,"en",1263,917,"https://t.co/wiCiXJCxCG","Pittsburgh","Behavioral and experimental economist @CarnegieMellon",FALSE,FALSE
"2350","There is no tomorrow, change needs to happen TODAY!

#plasticswar #waronplastics #maketheworldabetterplace #climatechange #sustainability https://t.co/3SUnEYebq3",137,7,16,"en",1642,2586,"https://t.co/HRHxvId8cg","Hastings","Active group of like minded people to rid the world of single use plastic and plastic pollution",FALSE,TRUE
"2351","#Norway says fund to reduce #Amazon #deforestation in Brazil back in business

https://t.co/QEmJcCqcbG

#climatechange https://t.co/dO4PweqAkV",118,6,12,"en",26815,1426,"https://t.co/k7PQCR3D2c","London UK","We investigate and campaign against environmental crime and abuse.",FALSE,FALSE
"2352","RT @UNBiodiversity: #Biodiversity is essentially interwoven with many of the factors that affect human health, including:

🍎 Nutrition
🍂 Me…",140,40,0,"en",1181,2311,"https://t.co/TFO3eAQOHL","","Curating #climatechange #globalwarming and #climateaction tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs",FALSE,TRUE
"2353","Is metaverse Tuvalu’s future?
@Simon_Kofe @Tuvalu_MJCFA @goodwinhj #climatechange #climateaction #metaverse #emissions #greenhousegas #digitaltransition #Tuvalu #cop26 

https://t.co/9ZTEMPcbVv",193,1,5,"lt",2912,2645,"https://t.co/YaoBCFXtRk","Brussels, Belgium","How will we #TravelTomorrow? 
Travel Tomorrow is a global media focused on the #travel and #tourism industry.",FALSE,TRUE
